Rank,Title,Release_Year,Domestic Box Office,International Box Office,Total Box Office
"5,307",The Green Inferno,2015,"$7,192,291","$5,739,278","$12,931,569"
"5,308",Troop Beverly Hills,1989,"$7,190,505",$0,"$7,190,505"
"5,309",Zeus and Roxanne,1997,"$7,183,046",$0,"$7,183,046"
"5,310",Mujeres al borde de un ataque de nervios,1988,"$7,179,000",$0,"$7,179,000"
"5,311",The Boy Who Could Fly,1986,"$7,177,431",$0,"$7,177,431"
"5,312",10 to Midnight,1983,"$7,175,592",$0,"$7,175,592"
"5,313",The Hoax,2007,"$7,164,995",$0,"$7,164,995"
"5,314",El orfanato,2007,"$7,159,147","$72,091,046","$79,250,193"
"5,315",The Name of the Rose,1986,"$7,153,000",$0,"$7,153,000"
"5,316",Journey to the South Pacific,2013,"$7,144,210",$0,"$7,144,210"
"5,317",Lorenzo's Oil,1992,"$7,144,115",$0,"$7,144,115"
"5,318",She's Gotta Have It,1986,"$7,137,502",$0,"$7,137,502"
"5,319",I Am Not Your Negro,2017,"$7,123,919","$372,964","$7,496,883"
"5,320",Hardbodies,1984,"$7,121,000",$0,"$7,121,000"
"5,321",Dear God,1996,"$7,114,089",$0,"$7,114,089"
"5,322",Silence,2016,"$7,100,177","$9,049,614","$16,149,791"
"5,323",Force 10 from Navarone,1978,"$7,100,000",$0,"$7,100,000"
"5,324",Where Eagles Dare,1969,"$7,100,000",$0,"$7,100,000"
"5,325",1492: Conquest of Paradise,1992,"$7,099,531",$0,"$7,099,531"
"5,326",Jodaeiye Nader az Simin,2011,"$7,098,492","$17,327,677","$24,426,169"
"5,327",Before the Devil Knows You're Dead,2007,"$7,085,511","$17,823,577","$24,909,088"
"5,328",Seeking a Friend for the End of the World,2012,"$7,078,738","$4,688,221","$11,766,959"
"5,329",How She Move,2008,"$7,070,641","$1,537,174","$8,607,815"
"5,330",The Stunt Man,1980,"$7,063,886",$0,"$7,063,886"
"5,331",Phat Girlz,2006,"$7,061,128","$239,987","$7,301,115"
"5,332",Quills,2000,"$7,060,876","$4,671,212","$11,732,088"
"5,333",Pride,2007,"$7,057,600","$37,050","$7,094,650"
"5,334",BASEketball,1998,"$7,042,541",$0,"$7,042,541"
"5,335",The Adventures of Bob & Doug McKenzie: Strange …,1983,"$7,035,618",$0,"$7,035,618"
"5,336",Dead Calm,1989,"$7,032,915",$0,"$7,032,915"
"5,337",Turistas,2006,"$7,027,762","$7,293,308","$14,321,070"
"5,338",Kissing Jessica Stein,2002,"$7,025,722","$2,319,339","$9,345,061"
"5,339",Three Wishes,1995,"$7,025,496",$0,"$7,025,496"
"5,340",Hiding Out,1987,"$7,019,441",$0,"$7,019,441"
"5,341",Harley Davidson and the Marlboro Man,1991,"$7,018,525",$0,"$7,018,525"
"5,342",Black Nativity,2013,"$7,018,188","$266,947","$7,285,135"
"5,343",Star Kid,1998,"$7,015,240",$0,"$7,015,240"
"5,344",An American Carol,2008,"$7,013,191","$8,992","$7,022,183"
"5,345",Crossover,2006,"$7,009,668",$0,"$7,009,668"
"5,346",Last of the Dogmen,1995,"$7,008,542",$0,"$7,008,542"
"5,347",Bug,2007,"$7,006,708","$1,296,287","$8,302,995"
"5,348",Our Brand is Crisis,2015,"$7,002,261","$1,590,171","$8,592,432"
"5,349",Alphabet City,1984,"$7,000,000",$0,"$7,000,000"
"5,350",Cat People,1982,"$7,000,000","$14,000,000","$21,000,000"
"5,351",Eraserhead,1977,"$7,000,000","$12,524","$7,012,524"
"5,352",Fatso,1980,"$7,000,000",$0,"$7,000,000"
"5,353",The Fifth Floor,1978,"$7,000,000",$0,"$7,000,000"
"5,354",The Funhouse,1981,"$7,000,000",$0,"$7,000,000"
"5,355",Garden of Evil,1954,"$7,000,000",$0,"$7,000,000"
"5,356",The Great Santini,1979,"$7,000,000",$0,"$7,000,000"
"5,357",I Want To Live!,1958,"$7,000,000",$0,"$7,000,000"
"5,358",Marnie,1964,"$7,000,000",$0,"$7,000,000"
"5,359",The Prisoner of Zenda,1979,"$7,000,000",$0,"$7,000,000"
"5,360",Raise the Titanic,1980,"$7,000,000",$0,"$7,000,000"
"5,361",Smokey and the Bandit III,1983,"$7,000,000",$0,"$7,000,000"
"5,362",Spellbound,1945,"$7,000,000",$0,"$7,000,000"
"5,363",Strangers on a Train,1951,"$7,000,000",$0,"$7,000,000"
"5,364",The Sugarland Express,1974,"$7,000,000",$0,"$7,000,000"
"5,365",Topkapi,1964,"$7,000,000",$0,"$7,000,000"
"5,366",The Trouble With Harry,1955,"$7,000,000",$0,"$7,000,000"
"5,367",Buena Vista Social Club,1999,"$6,997,620","$12,811,570","$19,809,190"
"5,368",In Darkness,2012,"$6,994,218","$9,698,557","$16,692,775"
"5,369",Relentless,1989,"$6,985,999",$0,"$6,985,999"
"5,370",Screwed,2000,"$6,982,680",$0,"$6,982,680"
"5,371",Grandma,2015,"$6,980,524","$557,085","$7,537,609"
"5,372",Trial by Jury,1994,"$6,971,777",$0,"$6,971,777"
"5,373",Fearless,1993,"$6,971,266",$0,"$6,971,266"
"5,374",I Ought to be in Pictures,1982,"$6,968,359",$0,"$6,968,359"
"5,375",Class of 1984,1982,"$6,965,361",$0,"$6,965,361"
"5,376",Stick,1985,"$6,964,734",$0,"$6,964,734"
"5,377",Shag,1989,"$6,957,975",$0,"$6,957,975"
"5,378",Children of the Corn II: The Final Sacrifice,1993,"$6,953,340",$0,"$6,953,340"
"5,379",Suburban Commando,1991,"$6,948,859",$0,"$6,948,859"
"5,380",Blue City,1986,"$6,947,000",$0,"$6,947,000"
"5,381",Sexy Beast,2001,"$6,946,056","$3,212,299","$10,158,355"
"5,382",Dead Bang,1989,"$6,935,216",$0,"$6,935,216"
"5,383",The Wedding Banquet,1993,"$6,933,000",$0,"$6,933,000"
"5,384",Take Me Home Tonight,2011,"$6,928,068","$648,536","$7,576,604"
"5,385",State and Main,2000,"$6,920,692","$2,261,808","$9,182,500"
"5,386",Trapped,2002,"$6,916,869",$0,"$6,916,869"
"5,387",A Cry in the Dark,1988,"$6,908,797",$0,"$6,908,797"
"5,388",House Arrest,1996,"$6,906,987",$0,"$6,906,987"
"5,389",Red Sonja,1985,"$6,905,861",$0,"$6,905,861"
"5,390",Shut In,2016,"$6,900,335","$1,557,639","$8,457,974"
"5,391",Willard,2003,"$6,882,696",$0,"$6,882,696"
"5,392",Redline,2007,"$6,881,021",$0,"$6,881,021"
"5,393",Death Wish 4: The Crackdown,1987,"$6,880,310",$0,"$6,880,310"
"5,394",Woman Thou Art Loosed,2004,"$6,879,730",$0,"$6,879,730"
"5,395",The Brothers Grimsby,2016,"$6,864,016","$21,857,392","$28,721,408"
"5,396",Cedar Rapids,2011,"$6,861,102","$1,001,029","$7,862,131"
"5,397",Running With Scissors,2006,"$6,860,000","$1,846,701","$8,706,701"
"5,398",Incendies,2010,"$6,857,096","$9,181,247","$16,038,343"
"5,399",Running Scared,2006,"$6,855,137","$2,873,951","$9,729,088"
"5,400",The Spectacular Now,2013,"$6,852,971","$63,980","$6,916,951"
"5,401",200 Cigarettes,1999,"$6,852,450",$0,"$6,852,450"
"5,402",Never Talk to Strangers,1995,"$6,849,998",$0,"$6,849,998"
"5,403",Panther,1995,"$6,834,000",$0,"$6,834,000"
"5,404",Moonlight Mile,2002,"$6,830,957",$0,"$6,830,957"
"5,405",Exit to Eden,1994,"$6,813,570",$0,"$6,813,570"
"5,406",The Collection,2012,"$6,810,754","$2,079,340","$8,890,094"
"5,407",The Chipmunk Adventure,1987,"$6,804,312",$0,"$6,804,312"
"5,408",Easter Parade,1948,"$6,800,000",$0,"$6,800,000"
"5,409",Hang 'em High,1968,"$6,800,000",$0,"$6,800,000"
"5,410",Runaway,1984,"$6,800,000",$0,"$6,800,000"
"5,411",The Train,1965,"$6,800,000",$0,"$6,800,000"
"5,412",Conviction,2010,"$6,797,696","$5,029,284","$11,826,980"
"5,413",In the Valley of Elah,2007,"$6,777,741","$17,711,409","$24,489,150"
"5,414",Thunderbirds,2004,"$6,768,055","$21,463,389","$28,231,444"
"5,415",Ladies in Lavender,2005,"$6,759,422","$12,408,873","$19,168,295"
"5,416",Me and Earl and the Dying Girl,2015,"$6,758,416","$2,507,764","$9,266,180"
"5,417",The Forsaken,2001,"$6,755,271",$0,"$6,755,271"
"5,418",Caught Up,1998,"$6,754,958","$7,703","$6,762,661"
"5,419",Young Black Stallion,2003,"$6,751,389","$2,887,000","$9,638,389"
"5,420",Seraphin un Homme et Son,2002,"$6,749,187",$0,"$6,749,187"
"5,421",Amour,2012,"$6,738,954","$30,048,090","$36,787,044"
"5,422",Baahubali: The Beginning,2015,"$6,738,000","$19,998,665","$26,736,665"
"5,423",Nine 1/2 Weeks,1986,"$6,734,844",$0,"$6,734,844"
"5,424",Reckless,1984,"$6,731,602",$0,"$6,731,602"
"5,425",Fortress,1993,"$6,730,578","$40,000,000","$46,730,578"
"5,426",Into the Night,1985,"$6,720,160",$0,"$6,720,160"
"5,427",American History X,1998,"$6,719,864",$0,"$6,719,864"
"5,428",Smoke Signals,1998,"$6,719,300","$1,037,317","$7,756,617"
"5,429",Town & Country,2001,"$6,712,451","$3,652,318","$10,364,769"
"5,430",Beatriz at Dinner,2017,"$6,708,662",$0,"$6,708,662"
"5,431",Roger & Me,1989,"$6,706,368",$0,"$6,706,368"
"5,432",Comin' at Ya!,1981,"$6,704,127",$0,"$6,704,127"
"5,433",Swing Shift,1984,"$6,700,000",$0,"$6,700,000"
"5,434",Till the Clouds Roll By,1947,"$6,700,000",$0,"$6,700,000"
"5,435",The Mambo Kings,1992,"$6,698,607",$0,"$6,698,607"
"5,436",U-Turn,1997,"$6,690,074",$0,"$6,690,074"
"5,437",The Closet,2001,"$6,671,454",$0,"$6,671,454"
"5,438",City Island,2010,"$6,671,283","$1,502,203","$8,173,486"
"5,439",Hairspray,1988,"$6,671,108","$2,500,000","$9,171,108"
"5,440",Nightmares,1983,"$6,670,680",$0,"$6,670,680"
"5,441",Mixed Nuts,1994,"$6,670,176",$0,"$6,670,176"
"5,442",Six Weeks,1982,"$6,668,025",$0,"$6,668,025"
"5,443",Where the Buffalo Roam,1980,"$6,659,377",$0,"$6,659,377"
"5,444",Fresh Horses,1988,"$6,640,346",$0,"$6,640,346"
"5,445",Black Moon Rising,1986,"$6,637,565",$0,"$6,637,565"
"5,446",Almost An Angel,1990,"$6,633,976",$0,"$6,633,976"
"5,447",Femme Fatale,2002,"$6,630,252","$10,200,000","$16,830,252"
"5,448",The Savages,2007,"$6,623,082","$4,018,941","$10,642,023"
"5,449",Johnny Handsome,1989,"$6,622,465",$0,"$6,622,465"
"5,450",The Gong Show Movie,1980,"$6,621,520",$0,"$6,621,520"
"5,451",The Last Station,2010,"$6,617,867","$9,078,279","$15,696,146"
"5,452",The Golden Seal,1983,"$6,609,870",$0,"$6,609,870"
"5,453",Bride & Prejudice,2005,"$6,601,079","$18,667,961","$25,269,040"
"5,454",Donovan's Reef,1963,"$6,600,000",$0,"$6,600,000"
"5,455",It's a Wonderful Life,1946,"$6,600,000","$2,976,159","$9,576,159"
"5,456",The Razor's Edge,1984,"$6,600,000",$0,"$6,600,000"
"5,457",Yi dai zong shi,2013,"$6,594,959","$51,392,340","$57,987,299"
"5,458",Millions,2005,"$6,584,159","$5,753,669","$12,337,828"
"5,459",North,1994,"$6,583,223",$0,"$6,583,223"
"5,460",Strange Wilderness,2008,"$6,575,282","$371,802","$6,947,084"
"5,461",Man cheng jin dai huang jin jia,2006,"$6,566,773","$70,337,656","$76,904,429"
"5,462",D.A.R.Y.L.,1985,"$6,561,653",$0,"$6,561,653"
"5,463",Bajirao Mastani,2015,"$6,557,047","$2,959,955","$9,517,002"
"5,464",Lost and Found,1999,"$6,552,255",$0,"$6,552,255"
"5,465",I Dreamed of Africa,2000,"$6,543,194","$7,748,805","$14,291,999"
"5,466",3 Idiots,2009,"$6,533,849","$63,000,000","$69,533,849"
"5,467",Winter's Bone,2010,"$6,531,503","$9,600,048","$16,131,551"
"5,468",Maria Full of Grace,2004,"$6,529,624","$7,911,534","$14,441,158"
"5,469",The Rules of Attraction,2002,"$6,525,762","$5,273,298","$11,799,060"
"5,470",Switchback,1997,"$6,504,442",$0,"$6,504,442"
"5,471",High Society,1956,"$6,500,000",$0,"$6,500,000"
"5,472",I'll Cry Tomorrow,1955,"$6,500,000",$0,"$6,500,000"
"5,473",The Osterman Weekend,1983,"$6,500,000",$0,"$6,500,000"
"5,474",Teacher's Pet: The Movie,2004,"$6,491,969",$0,"$6,491,969"
"5,475",The Road to Wellville,1994,"$6,487,257",$0,"$6,487,257"
"5,476",Little Boy,2015,"$6,485,961","$11,198,394","$17,684,355"
"5,477",The Real McCoy,1993,"$6,484,246",$0,"$6,484,246"
"5,478",Flashback,1990,"$6,476,134",$0,"$6,476,134"
"5,479",Star 80,1983,"$6,472,990",$0,"$6,472,990"
"5,480",The Big Bounce,2004,"$6,471,394","$154,721","$6,626,115"
"5,481",The Young Messiah,2016,"$6,469,813","$843,884","$7,313,697"
"5,482",The Last Unicorn,1982,"$6,455,330",$0,"$6,455,330"
"5,483",Gods and Monsters,1998,"$6,451,628",$0,"$6,451,628"
"5,484",Twelve O'Clock High,1949,"$6,450,000",$0,"$6,450,000"
"5,485",Warriors of Virtue,1997,"$6,448,817",$0,"$6,448,817"
"5,486",Brideshead Revisited,2008,"$6,432,256","$7,000,000","$13,432,256"
"5,487",The Hunted,1995,"$6,420,615",$0,"$6,420,615"
"5,488",The Temp,1993,"$6,419,876",$0,"$6,419,876"
"5,489",Waiting for Superman,2010,"$6,417,135","$28,931","$6,446,066"
"5,490",The Rocker,2008,"$6,409,528","$2,357,810","$8,767,338"
"5,491",Just Between Friends,1986,"$6,408,791",$0,"$6,408,791"
"5,492",My Own Private Idaho,1991,"$6,401,336",$0,"$6,401,336"
"5,493",Mighty Aphrodite,1995,"$6,401,297","$19,598,703","$26,000,000"
"5,494",Eyewitness,1981,"$6,400,000",$0,"$6,400,000"
"5,495",El secreto de sus ojos,2010,"$6,391,436","$34,136,283","$40,527,719"
"5,496",Cantinflas,2014,"$6,382,924","$18,507","$6,401,431"
"5,497",Post Grad,2009,"$6,380,019","$181,224","$6,561,243"
"5,498",Defenseless,1991,"$6,379,362",$0,"$6,379,362"
"5,499",The Aristocrats,2005,"$6,377,461","$325,143","$6,702,604"
"5,500",Hyde Park on Hudson,2012,"$6,376,145","$4,866,293","$11,242,438"
"5,501",The Opposite of Sex,1998,"$6,367,164",$0,"$6,367,164"
"5,502",It's Kind of a Funny Story,2010,"$6,363,628","$269,322","$6,632,950"
"5,503",P2,2007,"$6,348,315",$0,"$6,348,315"
"5,504",The Sting II,1983,"$6,347,072",$0,"$6,347,072"
"5,505",Most Wanted,1997,"$6,343,015",$0,"$6,343,015"
"5,506",Motel Hell,1980,"$6,342,668",$0,"$6,342,668"
"5,507",Amityville 3-D,1983,"$6,333,135",$0,"$6,333,135"
"5,508",Affliction,1998,"$6,330,054",$0,"$6,330,054"
"5,509",Joe Kidd,1972,"$6,330,000",$0,"$6,330,000"
"5,510",Girls Just Want to Have Fun,1985,"$6,326,051",$0,"$6,326,051"
"5,511",Little Miss Marker,1980,"$6,321,392",$0,"$6,321,392"
"5,512",Southside with You,2016,"$6,304,223","$75,066","$6,379,289"
"5,513",The Jacket,2005,"$6,301,131","$9,151,847","$15,452,978"
"5,514",The Adventures of Buckaroo Banzai Across the 8t…,1984,"$6,300,000",$0,"$6,300,000"
"5,515",Alice's Restaurant,1969,"$6,300,000",$0,"$6,300,000"
"5,516",What Planet Are You From?,2000,"$6,291,602",$0,"$6,291,602"
"5,517",The Gods Must be Crazy II,1990,"$6,291,444","$3,300,000","$9,591,444"
"5,518",Six Degrees of Separation,1993,"$6,284,090",$0,"$6,284,090"
"5,519",Article 99,1992,"$6,281,089",$0,"$6,281,089"
"5,520",Dick,1999,"$6,276,869",$0,"$6,276,869"
"5,521",One Night at McCool's,2001,"$6,276,532","$7,165,425","$13,441,957"
"5,522",Rambling Rose,1991,"$6,266,621",$0,"$6,266,621"
"5,523",A Night in the Life of Jimmy Reardon,1988,"$6,264,058",$0,"$6,264,058"
"5,524",Music Box,1989,"$6,263,883",$0,"$6,263,883"
"5,525",All is Lost,2013,"$6,263,670","$4,123,144","$10,386,814"
"5,526",Mambo Italiano (US Release),2003,"$6,250,949",$0,"$6,250,949"
"5,527",Widow's Peak,1994,"$6,243,722",$0,"$6,243,722"
"5,528",Ghost World,2001,"$6,217,849","$2,543,759","$8,761,608"
"5,529",The House of the Spirits,1994,"$6,217,413",$0,"$6,217,413"
"5,530",Oh Heavenly Dog,1980,"$6,216,067",$0,"$6,216,067"
"5,531",Justin Bieber’s Believe,2013,"$6,206,566","$26,020,215","$32,226,781"
"5,532",Night and the City,1992,"$6,202,756",$0,"$6,202,756"
"5,533",Topsy Turvy,1999,"$6,201,757",$0,"$6,201,757"
"5,534",Croupier,2000,"$6,201,143","$870,000","$7,071,143"
"5,535",Firstborn,1984,"$6,200,000",$0,"$6,200,000"
"5,536",Pennies from Heaven,1981,"$6,200,000",$0,"$6,200,000"
"5,537",Rabbit-Proof Fence,2002,"$6,199,600","$10,667,328","$16,866,928"
"5,538",Ne le dis à personne,2008,"$6,198,883","$27,755,135","$33,954,018"
"5,539",The Straight Story,1999,"$6,197,866",$0,"$6,197,866"
"5,540",Lowriders,2017,"$6,179,955","$8,466","$6,188,421"
"5,541",Almost Heroes,1998,"$6,175,688",$0,"$6,175,688"
"5,542",Nowhere in Africa,2003,"$6,173,485",$0,"$6,173,485"
"5,543",Un long dimanche de fiançailles,2004,"$6,167,817","$63,591,479","$69,759,296"
"5,544",UHF,1989,"$6,157,157",$0,"$6,157,157"
"5,545",Delta Force 2,1990,"$6,154,944",$0,"$6,154,944"
"5,546",Chained Heat,1983,"$6,149,983",$0,"$6,149,983"
"5,547",Beyond the Sea,2004,"$6,144,806","$2,148,108","$8,292,914"
"5,548",Mystery Date,1991,"$6,141,446",$0,"$6,141,446"
"5,549",The Pope of Greenwich Village,1984,"$6,139,896",$0,"$6,139,896"
"5,550",Chasing Papi,2003,"$6,126,237","$6,531,140","$12,657,377"
"5,551",The Soldier,1982,"$6,123,549",$0,"$6,123,549"
"5,552",The Border,1982,"$6,118,683",$0,"$6,118,683"
"5,553",Impostor,2002,"$6,114,237","$1,860,370","$7,974,607"
"5,554",Coco avant Chanel,2009,"$6,113,834","$44,700,000","$50,813,834"
"5,555",Short Cuts,1993,"$6,110,979",$0,"$6,110,979"
"5,556",The Interview,2014,"$6,105,175","$6,237,457","$12,342,632"
"5,557",Plenty,1985,"$6,104,212",$0,"$6,104,212"
"5,558",The Secret of Roan Inish,1995,"$6,101,815",$0,"$6,101,815"
"5,559","Il buono, il brutto, il cattivo",1967,"$6,100,000",$0,"$6,100,000"
"5,560",Whose Life is it Anyway?,1981,"$6,100,000",$0,"$6,100,000"
"5,561",Sea Rex 3D: Journey to a Prehistoric World,2010,"$6,096,582","$10,418,621","$16,515,203"
"5,562",Grandma's Boy,2006,"$6,090,172","$500,000","$6,590,172"
"5,563",Gigli,2003,"$6,087,542","$1,038,460","$7,126,002"
"5,564",Kull The Conqueror,1997,"$6,086,891",$0,"$6,086,891"
"5,565",Assassination,1987,"$6,075,793",$0,"$6,075,793"
"5,566",Heaven Help Us,1985,"$6,070,794",$0,"$6,070,794"
"5,567",Men Don't Leave,1990,"$6,050,018",$0,"$6,050,018"
"5,568",The Way of the Gun,2000,"$6,047,856","$7,014,079","$13,061,935"
"5,569",Megiddo: Omega Code 2,2001,"$6,047,691",$0,"$6,047,691"
"5,570",Meet the Mormons,2014,"$6,047,363","$1,808","$6,049,171"
"5,571",Best of the Best 2,1993,"$6,044,652",$0,"$6,044,652"
"5,572",Deuces Wild,2002,"$6,044,618","$200,000","$6,244,618"
"5,573",A Fine Mess,1986,"$6,029,824",$0,"$6,029,824"
"5,574",Foolish,1999,"$6,026,908",$0,"$6,026,908"
"5,575",Trapped in Paradise,1994,"$6,017,509",$0,"$6,017,509"
"5,576",The Walking Dead,1995,"$6,014,340",$0,"$6,014,340"
"5,577",Hitchcock,2012,"$6,008,677","$18,734,167","$24,742,844"
"5,578",American Splendor,2003,"$6,003,587","$2,682,045","$8,685,632"
"5,579","Run, Fatboy, Run",2008,"$6,003,262","$27,508,998","$33,512,260"
"5,580",Chasing Mavericks,2012,"$6,002,756","$2,298,065","$8,300,821"
"5,581",The Loft,2015,"$6,002,684","$122,508","$6,125,192"
"5,582",The Sessions,2012,"$6,002,451","$5,492,753","$11,495,204"
"5,583",American Pop,1981,"$6,000,000",$0,"$6,000,000"
"5,584",Apache,1954,"$6,000,000",$0,"$6,000,000"
"5,585",Braddock: Missing in Action III,1988,"$6,000,000",$0,"$6,000,000"
"5,586",Captain Horatio Hornblower R.N.,1951,"$6,000,000",$0,"$6,000,000"
"5,587",Chisum,1970,"$6,000,000",$0,"$6,000,000"
"5,588",Claudine,1974,"$6,000,000",$0,"$6,000,000"
"5,589",Dial M for Murder,1954,"$6,000,000",$0,"$6,000,000"
"5,590",Dragonslayer,1981,"$6,000,000",$0,"$6,000,000"
"5,591",El Dorado,1967,"$6,000,000",$0,"$6,000,000"
"5,592",The Fortune Cookie,1966,"$6,000,000",$0,"$6,000,000"
"5,593",The Grass is Greener,1960,"$6,000,000",$0,"$6,000,000"
"5,594",The Group,1966,"$6,000,000",$0,"$6,000,000"
"5,595",Heartbeeps,1981,"$6,000,000",$0,"$6,000,000"
"5,596",Hot to Trot,1988,"$6,000,000",$0,"$6,000,000"
"5,597",How to Become a Detective,1936,"$6,000,000",$0,"$6,000,000"
"5,598",How to Succeed in Business Without Really Trying,1967,"$6,000,000",$0,"$6,000,000"
"5,599","If It's Tuesday, This Must Be Belgium",1969,"$6,000,000",$0,"$6,000,000"
"5,600",Mac and Me,1988,"$6,000,000",$0,"$6,000,000"
"5,601",Man's Favorite Sport?,1964,"$6,000,000",$0,"$6,000,000"
"5,602",Marjorie Morningstar,1958,"$6,000,000",$0,"$6,000,000"
"5,603",The Mountain Men,1980,"$6,000,000",$0,"$6,000,000"
"5,604",Rebecca,1940,"$6,000,000",$0,"$6,000,000"
"5,605",The Seven Year Itch,1955,"$6,000,000",$0,"$6,000,000"
"5,606",The Shootist,1975,"$6,000,000",$0,"$6,000,000"
"5,607",Simon,1980,"$6,000,000",$0,"$6,000,000"
"5,608",Thunder & Lightning,1977,"$6,000,000",$0,"$6,000,000"
"5,609",Timerider: The Adventure of Lyle Swann,1982,"$6,000,000",$0,"$6,000,000"
"5,610",Topaz,1969,"$6,000,000",$0,"$6,000,000"
"5,611",Trick or Treat,1986,"$6,000,000",$0,"$6,000,000"
"5,612",The Unholy,1988,"$6,000,000",$0,"$6,000,000"
"5,613",Wanted: Dead or Alive,1987,"$6,000,000",$0,"$6,000,000"
"5,614",The War Wagon,1967,"$6,000,000",$0,"$6,000,000"
"5,615",Woman of the Year,1942,"$6,000,000",$0,"$6,000,000"
"5,616",Le Scaphandre et le Papillon,2007,"$5,990,075","$16,764,397","$22,754,472"
"5,617",1969,1988,"$5,979,011",$0,"$5,979,011"
"5,618",Les Boys II,1998,"$5,974,732",$0,"$5,974,732"
"5,619",Central do Brasil,1998,"$5,969,553","$11,036,605","$17,006,158"
"5,620",My Little Pony: The Movie,1986,"$5,958,456",$0,"$5,958,456"
"5,621",Lars and the Real Girl,2007,"$5,956,480","$5,320,639","$11,277,119"
"5,622",Basic Instinct 2,2006,"$5,946,136","$29,471,026","$35,417,162"
"5,623",The Last Legion,2007,"$5,932,060","$19,425,711","$25,357,771"
"5,624",Inventing the Abbotts,1997,"$5,926,128",$0,"$5,926,128"
"5,625",Evil Dead II,1987,"$5,923,044",$0,"$5,923,044"
"5,626",Casa de mi Padre,2012,"$5,909,483","$2,537,469","$8,446,952"
"5,627",Gang Related,1997,"$5,906,773",$0,"$5,906,773"
"5,628",Folks!,1992,"$5,906,300",$0,"$5,906,300"
"5,629",Highlander,1986,"$5,900,000","$7,000,000","$12,900,000"
"5,630",Cry Freedom,1987,"$5,899,797","$20,000,000","$25,899,797"
"5,631",The Boxer,1997,"$5,896,037",$0,"$5,896,037"
"5,632",Against the Ropes,2004,"$5,881,504","$548,361","$6,429,865"
"5,633",Captain Fantastic,2016,"$5,879,835","$9,025,126","$14,904,961"
"5,634",Light It Up,1999,"$5,871,603",$0,"$5,871,603"
"5,635",Feel the Noise,2007,"$5,867,786","$556,209","$6,423,995"
"5,636",Last Dance,1996,"$5,857,534",$0,"$5,857,534"
"5,637",The Rescue,1988,"$5,855,392",$0,"$5,855,392"
"5,638",Real Women Have Curves,2002,"$5,853,194","$1,924,596","$7,777,790"
"5,639",The Transformers: The Movie,1986,"$5,849,647",$0,"$5,849,647"
"5,640",Palmetto,1998,"$5,846,660",$0,"$5,846,660"
"5,641",The Bling Ring,2013,"$5,845,732","$6,561,759","$12,407,491"
"5,642",The Hitcher,1986,"$5,844,868",$0,"$5,844,868"
"5,643",Pulling Strings,2013,"$5,842,961","$7,882,858","$13,725,819"
"5,644",Immediate Family,1989,"$5,841,286",$0,"$5,841,286"
"5,645",Heaven & Earth,1993,"$5,840,300",$0,"$5,840,300"
"5,646",Crossroads,1986,"$5,839,031",$0,"$5,839,031"
"5,647",Night of the Living Dead,1990,"$5,835,247",$0,"$5,835,247"
"5,648",The Last American Virgin,1982,"$5,829,781",$0,"$5,829,781"
"5,649",Ed Wood,1994,"$5,828,466",$0,"$5,828,466"
"5,650",Stanley & Iris,1990,"$5,820,015",$0,"$5,820,015"
"5,651",The Perfect Holiday,2007,"$5,812,781",$0,"$5,812,781"
"5,652",Day of the Dead,1985,"$5,804,262","$28,200,000","$34,004,262"
"5,653",The Station Agent,2003,"$5,801,558","$3,668,651","$9,470,209"
"5,654",Rio Bravo,1959,"$5,800,000",$0,"$5,800,000"
"5,655",Mona Lisa,1986,"$5,794,000",$0,"$5,794,000"
"5,656",Before Sunset,2004,"$5,792,822","$5,447,016","$11,239,838"
"5,657",Beginners,2011,"$5,790,894","$8,523,513","$14,314,407"
"5,658",Luther,2003,"$5,781,086","$26,957,728","$32,738,814"
"5,659",Sheena,1984,"$5,778,353",$0,"$5,778,353"
"5,660",Victor Frankenstein,2015,"$5,775,076","$27,400,000","$33,175,076"
"5,661",Kolya,1997,"$5,770,254",$0,"$5,770,254"
