Rank,Title,Release_Year,Domestic Box Office,International Box Office,Total Box Office
"4,935",The Boy in the Striped Pajamas,2008,"$9,046,156","$35,037,247","$44,083,403"
"4,936",Salmon Fishing in the Yemen,2012,"$9,041,540","$23,967,116","$33,008,656"
"4,937",Target,1985,"$9,023,199",$0,"$9,023,199"
"4,938",Trippin',1999,"$9,017,070",$0,"$9,017,070"
"4,939",The Ice Harvest,2005,"$9,016,782","$1,140,186","$10,156,968"
"4,940",Transamerica,2006,"$9,015,303","$7,537,860","$16,553,163"
"4,941",Renegades,1989,"$9,015,164",$0,"$9,015,164"
"4,942",Red River,1948,"$9,012,000",$0,"$9,012,000"
"4,943",White Sands,1992,"$9,011,574",$0,"$9,011,574"
"4,944",Bad Dreams,1988,"$9,000,000",$0,"$9,000,000"
"4,945",Ben-Hur,1925,"$9,000,000",$0,"$9,000,000"
"4,946",Beyond the Valley of the Dolls,1970,"$9,000,000",$0,"$9,000,000"
"4,947",Bolero,1984,"$9,000,000",$0,"$9,000,000"
"4,948",Cat's Eye,1985,"$9,000,000",$0,"$9,000,000"
"4,949",The Conqueror,1956,"$9,000,000",$0,"$9,000,000"
"4,950",Desiree,1954,"$9,000,000",$0,"$9,000,000"
"4,951",Doctor Dolittle,1967,"$9,000,000",$0,"$9,000,000"
"4,952",The Inn of the Sixth Hapiness,1958,"$9,000,000",$0,"$9,000,000"
"4,953",Love Me Tender,1956,"$9,000,000",$0,"$9,000,000"
"4,954",Mr. Smith Goes To Washington,1939,"$9,000,000",$0,"$9,000,000"
"4,955",Prince of the City,1981,"$9,000,000",$0,"$9,000,000"
"4,956",Saturn 3,1980,"$9,000,000",$0,"$9,000,000"
"4,957",Switching Channels,1988,"$9,000,000",$0,"$9,000,000"
"4,958",Tom Horn,1980,"$9,000,000",$0,"$9,000,000"
"4,959",A Tree Grows in Brooklyn,1945,"$9,000,000",$0,"$9,000,000"
"4,960",Tribute,1980,"$9,000,000",$0,"$9,000,000"
"4,961",Vera Cruz,1954,"$9,000,000",$0,"$9,000,000"
"4,962",Wizards,1977,"$9,000,000",$0,"$9,000,000"
"4,963",Zorba the Greek,1964,"$9,000,000",$0,"$9,000,000"
"4,964",Deadly Friend,1986,"$8,988,731",$0,"$8,988,731"
"4,965",Aliens of the Deep,2005,"$8,968,684","$3,797,000","$12,765,684"
"4,966",Teaching Mrs. Tingle,1999,"$8,959,883",$0,"$8,959,883"
"4,967",Matinee,1993,"$8,925,775",$0,"$8,925,775"
"4,968",In the Mouth of Madness,1995,"$8,924,549","$1,254","$8,925,803"
"4,969",Brainstorm,1983,"$8,921,050",$0,"$8,921,050"
"4,970",Wonderful World of the Brothers Grimm,1962,"$8,920,615",$0,"$8,920,615"
"4,971",The Formula,1980,"$8,894,289",$0,"$8,894,289"
"4,972","Mystery, Alaska",1999,"$8,891,623",$0,"$8,891,623"
"4,973",DeathStalker,1983,"$8,890,685",$0,"$8,890,685"
"4,974",Battle of the Year,2013,"$8,888,355","$7,835,022","$16,723,377"
"4,975",Saved!,2004,"$8,886,160","$1,320,391","$10,206,551"
"4,976",Queen of Katwe,2016,"$8,874,389","$381,438","$9,255,827"
"4,977",The Inkwell,1994,"$8,864,699",$0,"$8,864,699"
"4,978",Apt Pupil,1998,"$8,863,193",$0,"$8,863,193"
"4,979",Hard To Hold,1984,"$8,853,155",$0,"$8,853,155"
"4,980",Movie 43,2013,"$8,840,453","$22,324,294","$31,164,747"
"4,981",Warlock,1991,"$8,824,553",$0,"$8,824,553"
"4,982",Gotcha,1985,"$8,823,269",$0,"$8,823,269"
"4,983",The Deep End,2001,"$8,823,109","$1,158,526","$9,981,635"
"4,984",The River,1984,"$8,818,672",$0,"$8,818,672"
"4,985",Ratchet and Clank,2016,"$8,813,410","$3,000,000","$11,813,410"
"4,986",Body Double,1984,"$8,801,940",$0,"$8,801,940"
"4,987",Battle for the Planet of the Apes,1973,"$8,800,000",$0,"$8,800,000"
"4,988",The Hucksters,1947,"$8,800,000",$0,"$8,800,000"
"4,989",Scandal,1989,"$8,800,000",$0,"$8,800,000"
"4,990",The Seeker: The Dark is Rising,2007,"$8,794,452","$22,606,288","$31,400,740"
"4,991",Oxford Blues,1984,"$8,793,000",$0,"$8,793,000"
"4,992",White Fang 2: Myth of the White Wolf,1994,"$8,752,399",$0,"$8,752,399"
"4,993",The Next Karate Kid,1994,"$8,751,228","$7,100,000","$15,851,228"
"4,994",The Bachelor and the Bobby-Soxer,1947,"$8,750,000",$0,"$8,750,000"
"4,995",Mad Max,1980,"$8,750,000","$91,000,000","$99,750,000"
"4,996",The Pride and the Passion,1957,"$8,750,000",$0,"$8,750,000"
"4,997",To Catch a Thief,1955,"$8,750,000",$0,"$8,750,000"
"4,998",True Believer,1989,"$8,742,000",$0,"$8,742,000"
"4,999",Whatever it Takes,2000,"$8,735,529",$0,"$8,735,529"
"5,000",Village of the Damned,1995,"$8,729,915",$0,"$8,729,915"
"5,001",Suspect Zero,2004,"$8,712,564",$0,"$8,712,564"
"5,002",Mischief,1985,"$8,700,000",$0,"$8,700,000"
"5,003",If You Could See What I Hear,1982,"$8,693,512",$0,"$8,693,512"
"5,004",Clean and Sober,1988,"$8,674,093",$0,"$8,674,093"
"5,005",Once Upon a Crime…,1992,"$8,669,847",$0,"$8,669,847"
"5,006",My Life in Ruins,2009,"$8,665,206","$11,800,000","$20,465,206"
"5,007",The Man With One Red Shoe,1985,"$8,645,411",$0,"$8,645,411"
"5,008",Before and After,1996,"$8,642,118",$0,"$8,642,118"
"5,009",Late for Dinner,1991,"$8,641,499",$0,"$8,641,499"
"5,010",That Was Then… This is Now,1985,"$8,630,068",$0,"$8,630,068"
"5,011",Secret Admirer,1985,"$8,622,757",$0,"$8,622,757"
"5,012",Manhunter,1986,"$8,620,929",$0,"$8,620,929"
"5,013",The Bounty,1984,"$8,613,462",$0,"$8,613,462"
"5,014",The Year of Living Dangerously,1983,"$8,601,065",$0,"$8,601,065"
"5,015",U2: Rattle and Hum,1988,"$8,600,823",$0,"$8,600,823"
"5,016",Pollock,2000,"$8,596,914","$1,960,377","$10,557,291"
"5,017",Boat Trip,2003,"$8,586,376","$6,347,337","$14,933,713"
"5,018",Death at a Funeral,2007,"$8,580,428","$38,210,000","$46,790,428"
"5,019",The Puppet Masters,1994,"$8,579,626",$0,"$8,579,626"
"5,020",High Spirits,1988,"$8,578,231",$0,"$8,578,231"
"5,021",The Lost City of Z,2017,"$8,574,339","$8,550,000","$17,124,339"
"5,022",All Dogs Go To Heaven 2,1996,"$8,556,572",$0,"$8,556,572"
"5,023",Blue Velvet,1986,"$8,551,228","$61,210","$8,612,438"
"5,024",Care Bears Movie II: A New Generation,1986,"$8,540,346",$0,"$8,540,346"
"5,025",The Rich Man's Wife,1996,"$8,538,318",$0,"$8,538,318"
"5,026",An Unfinished Life,2005,"$8,535,575","$10,000,000","$18,535,575"
"5,027",Leprechaun,1993,"$8,533,294",$0,"$8,533,294"
"5,028",The Big Brawl,1980,"$8,527,743",$0,"$8,527,743"
"5,029",MacGruber,2010,"$8,525,600","$104,295","$8,629,895"
"5,030",The Quiet Ones,2014,"$8,509,867","$9,903,937","$18,413,804"
"5,031",Sharks 3D,2005,"$8,500,000","$5,500,000","$14,000,000"
"5,032",Nothing But Trouble,1991,"$8,479,793",$0,"$8,479,793"
"5,033",Wise Guys,1986,"$8,475,466",$0,"$8,475,466"
"5,034",Legends of Oz: Dorothy’s Return,2014,"$8,462,347","$11,645,586","$20,107,933"
"5,035",Les invasions barbares,2003,"$8,460,000","$17,453,869","$25,913,869"
"5,036",Tender Mercies,1983,"$8,443,124",$0,"$8,443,124"
"5,037",John Carpenter's Ghosts of Mars,2001,"$8,434,601",$0,"$8,434,601"
"5,038",Play it to the Bone,1999,"$8,427,204",$0,"$8,427,204"
"5,039",The Awakening,1980,"$8,415,112",$0,"$8,415,112"
"5,040",Amy,2015,"$8,413,144","$15,370,314","$23,783,458"
"5,041",Pushing Tin,1999,"$8,408,835",$0,"$8,408,835"
"5,042",Sex Drive,2008,"$8,402,485","$2,010,000","$10,412,485"
"5,043",All About Eve,1950,"$8,400,000",$0,"$8,400,000"
"5,044",Carbon Copy,1981,"$8,400,000",$0,"$8,400,000"
"5,045",Country,1984,"$8,400,000",$0,"$8,400,000"
"5,046",Meteor,1979,"$8,400,000",$0,"$8,400,000"
"5,047",Pinky,1949,"$8,400,000",$0,"$8,400,000"
"5,048",Body Parts,1991,"$8,398,855",$0,"$8,398,855"
"5,049",The Importance of Being Earnest,2002,"$8,378,141",$0,"$8,378,141"
"5,050",The Last Temptation of Christ,1988,"$8,373,585",$0,"$8,373,585"
"5,051",Nineteen Eighty-Four,1984,"$8,368,371",$0,"$8,368,371"
"5,052",Turbo: A Power Rangers Movie,1997,"$8,363,899",$0,"$8,363,899"
"5,053",Something Wild,1986,"$8,362,000",$0,"$8,362,000"
"5,054",Death to Smoochy,2002,"$8,355,815","$18,247","$8,374,062"
"5,055",Smoke,1995,"$8,353,284","$5,500,000","$13,853,284"
"5,056",Return to Paradise,1998,"$8,352,677",$0,"$8,352,677"
"5,057",Mitt liv som hund,1987,"$8,345,266",$0,"$8,345,266"
"5,058",Tenacious D in: The Pick of Destiny,2006,"$8,334,575","$5,100,000","$13,434,575"
"5,059",Twin Dragons,1999,"$8,332,431",$0,"$8,332,431"
"5,060",The Man,2005,"$8,330,720","$2,062,976","$10,393,696"
"5,061",Mandela: Long Walk to Freedom,2013,"$8,323,085","$21,567,317","$29,890,402"
"5,062",The Love Letter,1999,"$8,322,608",$0,"$8,322,608"
"5,063",Terror in the Aisles,1984,"$8,316,206",$0,"$8,316,206"
"5,064",Johnny English Reborn,2011,"$8,305,970","$156,233,690","$164,539,660"
"5,065",Mr. Jones,1993,"$8,302,752",$0,"$8,302,752"
"5,066",Larger Than Life,1996,"$8,295,903",$0,"$8,295,903"
"5,067",The Cooler,2003,"$8,291,572","$2,839,883","$11,131,455"
"5,068",Bébé's Kids,1992,"$8,284,881",$0,"$8,284,881"
"5,069",Shadow of the Vampire,2000,"$8,279,017",$0,"$8,279,017"
"5,070",Todo sobre mi madre,1999,"$8,264,530","$59,600,000","$67,864,530"
"5,071",Satisfaction,1988,"$8,253,123",$0,"$8,253,123"
"5,072",Christopher Columbus: The Discovery,1992,"$8,251,071",$0,"$8,251,071"
"5,073",The Blob,1988,"$8,247,943",$0,"$8,247,943"
"5,074",Tall Tale,1995,"$8,247,627",$0,"$8,247,627"
"5,075",The Promise,2017,"$8,224,288","$1,780,577","$10,004,865"
"5,076",Black Robe,1991,"$8,211,952",$0,"$8,211,952"
"5,077",Gladiator,1992,"$8,205,703",$0,"$8,205,703"
"5,078",Dr. Giggles,1992,"$8,205,290",$0,"$8,205,290"
"5,079",Hondo,1953,"$8,200,000",$0,"$8,200,000"
"5,080",Lucas,1986,"$8,200,000",$0,"$8,200,000"
"5,081",McCabe & Mrs. Miller,1971,"$8,200,000",$0,"$8,200,000"
"5,082",The Misfits,1961,"$8,200,000",$0,"$8,200,000"
"5,083",Cadillac Records,2008,"$8,195,551","$746,965","$8,942,516"
"5,084",The House on Sorority Row,1983,"$8,184,633",$0,"$8,184,633"
"5,085",Bajrangi Bhaijaan,2015,"$8,178,001","$68,685,556","$76,863,557"
"5,086",A Simple Wish,1997,"$8,165,213",$0,"$8,165,213"
"5,087",Code Name: The Cleaner,2007,"$8,135,024",$0,"$8,135,024"
"5,088",Delta Farce,2007,"$8,130,530","$605,378","$8,735,908"
"5,089",Funny About Love,1990,"$8,128,773",$0,"$8,128,773"
"5,090",Key Largo,1948,"$8,125,000","$3,986","$8,128,986"
"5,091",Firestorm,1998,"$8,123,860",$0,"$8,123,860"
"5,092",Days of Wine and Roses,1962,"$8,123,077",$0,"$8,123,077"
"5,093",Mad Hot Ballroom,2005,"$8,117,961","$1,269,620","$9,387,581"
"5,094",Hoot,2006,"$8,117,637","$107,361","$8,224,998"
"5,095",The Road,2009,"$8,114,270","$21,092,462","$29,206,732"
"5,096",Dirty Pretty Things,2003,"$8,112,414","$6,044,339","$14,156,753"
"5,097",Inherent Vice,2014,"$8,110,975","$581,923","$8,692,898"
"5,098",Before Midnight,2013,"$8,110,621","$15,182,425","$23,293,046"
"5,099",A Cure for Wellness,2017,"$8,106,986","$16,392,915","$24,499,901"
"5,100",The Philadelphia Experiment,1984,"$8,103,330",$0,"$8,103,330"
"5,101",More American Graffiti,1979,"$8,100,000",$0,"$8,100,000"
"5,102",Shoot the Moon,1982,"$8,100,000",$0,"$8,100,000"
"5,103",Fresh,1994,"$8,094,616",$0,"$8,094,616"
"5,104",Bella,2007,"$8,093,373","$4,312,100","$12,405,473"
"5,105",Nick of Time,1995,"$8,087,783",$0,"$8,087,783"
"5,106",Woo,1998,"$8,064,972",$0,"$8,064,972"
"5,107",The Painted Veil,2006,"$8,060,487","$7,058,308","$15,118,795"
"5,108",Punisher: War Zone,2008,"$8,050,977","$2,106,557","$10,157,534"
"5,109",Connie & Carla,2004,"$8,047,525",$0,"$8,047,525"
"5,110",The Adventures of Baron Munchausen,1989,"$8,040,008",$0,"$8,040,008"
"5,111",The Ice Storm,1997,"$8,038,061","$7,973,914","$16,011,975"
"5,112",Haunted Honeymoon,1986,"$8,033,397",$0,"$8,033,397"
"5,113",Dhoom 3,2013,"$8,031,955","$3,691,665","$11,723,620"
"5,114",The Texas Chainsaw Massacre 2,1986,"$8,025,872",$0,"$8,025,872"
"5,115",Jerusalem,2013,"$8,020,721","$1,661,254","$9,681,975"
"5,116",The Boat That Rocked,2009,"$8,017,467","$29,455,184","$37,472,651"
"5,117",The Meteor Man,1993,"$8,015,592",$0,"$8,015,592"
"5,118",Bingo,1991,"$8,011,019",$0,"$8,011,019"
"5,119",Doragon bôru Z: Fukkatsu no 'F',2015,"$8,008,363","$50,400,000","$58,408,363"
"5,120",Machete Kills,2013,"$8,008,161","$10,264,848","$18,273,009"
"5,121",Robinson Crusoe,2016,"$8,005,586","$22,313,378","$30,318,964"
"5,122","20,000 Leagues Under the Sea",1916,"$8,000,000",$0,"$8,000,000"
"5,123",The Agony and the Ecstasy,1965,"$8,000,000",$0,"$8,000,000"
"5,124",Annie Get Your Gun,1950,"$8,000,000",$0,"$8,000,000"
"5,125",Casey's Shadow,1978,"$8,000,000",$0,"$8,000,000"
"5,126",Come to the Stable,1949,"$8,000,000",$0,"$8,000,000"
"5,127",The Devil's Brigade,1968,"$8,000,000",$0,"$8,000,000"
"5,128",Do Not Disturb,1965,"$8,000,000",$0,"$8,000,000"
"5,129",Force: Five,1981,"$8,000,000",$0,"$8,000,000"
"5,130",High Noon,1952,"$8,000,000",$0,"$8,000,000"
"5,131",Indiscreet,1958,"$8,000,000",$0,"$8,000,000"
"5,132",Island in the Sun,1957,"$8,000,000",$0,"$8,000,000"
"5,133",Islands in the Stream,1977,"$8,000,000",$0,"$8,000,000"
"5,134",King of the Gypsies,1978,"$8,000,000",$0,"$8,000,000"
"5,135",Love Me or Leave Me,1955,"$8,000,000",$0,"$8,000,000"
"5,136",The Man Who Shot Liberty Valance,1962,"$8,000,000",$0,"$8,000,000"
"5,137",Nightbreed,1990,"$8,000,000",$0,"$8,000,000"
"5,138",Paradise Alley,1978,"$8,000,000",$0,"$8,000,000"
"5,139",Pat Garrett and Billy the Kid,1973,"$8,000,000","$3,000,000","$11,000,000"
"5,140",Robin and Marian,1976,"$8,000,000",$0,"$8,000,000"
"5,141",Rooster Cogburn,1975,"$8,000,000",$0,"$8,000,000"
"5,142",Salsa,1988,"$8,000,000",$0,"$8,000,000"
"5,143",Ski Patrol,1990,"$8,000,000",$0,"$8,000,000"
"5,144",A Streetcar Named Desire,1951,"$8,000,000",$0,"$8,000,000"
"5,145",Sweet Charity,1969,"$8,000,000",$0,"$8,000,000"
"5,146",The Taming of the Shrew,1967,"$8,000,000",$0,"$8,000,000"
"5,147",Terror Train,1980,"$8,000,000",$0,"$8,000,000"
"5,148",The Three Musketeers,1948,"$8,000,000",$0,"$8,000,000"
"5,149",The Undefeated,1969,"$8,000,000",$0,"$8,000,000"
"5,150",Without a Clue,1988,"$8,000,000",$0,"$8,000,000"
"5,151",Where Were You When the Lights Went Out?,1968,"$7,988,000",$0,"$7,988,000"
"5,152",My Giant,1998,"$7,985,929",$0,"$7,985,929"
"5,153",The Pirate Movie,1982,"$7,983,086",$0,"$7,983,086"
"5,154",Dazed and Confused,1993,"$7,950,889",$0,"$7,950,889"
"5,155",Runaway Train,1985,"$7,936,012",$0,"$7,936,012"
"5,156",Unstrung Heroes,1995,"$7,929,000",$0,"$7,929,000"
"5,157",A Thousand Acres,1997,"$7,928,412","$1,568,667","$9,497,079"
"5,158",Arbitrage,2012,"$7,919,574","$27,911,139","$35,830,713"
"5,159",Strange Days,1995,"$7,918,562",$0,"$7,918,562"
"5,160",Miracle at St. Anna,2008,"$7,916,887","$1,759,610","$9,676,497"
"5,161",The Alamo,1960,"$7,900,000",$0,"$7,900,000"
"5,162",A Beautiful Planet,2016,"$7,895,708","$366,079","$8,261,787"
"5,163",Blackhat,2015,"$7,889,395","$11,659,024","$19,548,419"
"5,164",Teen Wolf Too,1987,"$7,888,000",$0,"$7,888,000"
"5,165",The Space Between Us,2017,"$7,885,294","$2,647,038","$10,532,332"
"5,166",Cheetah,1989,"$7,882,250",$0,"$7,882,250"
"5,167",Serial Mom,1994,"$7,881,335",$0,"$7,881,335"
"5,168",City of Ember,2008,"$7,871,693","$9,958,551","$17,830,244"
"5,169",Trumbo,2015,"$7,857,741","$3,189,900","$11,047,641"
"5,170",The Great White Hype,1996,"$7,852,282",$0,"$7,852,282"
"5,171",Aspen Extreme,1993,"$7,843,388",$0,"$7,843,388"
"5,172",Fatal Instinct,1993,"$7,839,327",$0,"$7,839,327"
"5,173",The Chase,1994,"$7,836,488",$0,"$7,836,488"
"5,174",The Night Listener,2006,"$7,836,393","$2,934,600","$10,770,993"
"5,175",The Little Drummer Girl,1984,"$7,828,841",$0,"$7,828,841"
"5,176",Enemies: A Love Story,1989,"$7,815,403",$0,"$7,815,403"
"5,177",Slither,2006,"$7,802,450","$5,127,893","$12,930,343"
"5,178",In Bruges,2008,"$7,800,825","$26,732,958","$34,533,783"
"5,179",All Night Long,1981,"$7,800,000",$0,"$7,800,000"
"5,180",Gentleman's Agreement,1947,"$7,800,000",$0,"$7,800,000"
"5,181",House II: The Second Story,1987,"$7,800,000",$0,"$7,800,000"
"5,182",Sands of Iwo Jima,1949,"$7,800,000",$0,"$7,800,000"
"5,183",Vampire Academy,2014,"$7,791,979","$42,846","$7,834,825"
"5,184",The Best of Times,1986,"$7,790,931",$0,"$7,790,931"
"5,185",If Looks Could Kill,1991,"$7,781,025",$0,"$7,781,025"
"5,186",Bad Words,2014,"$7,779,614","$63,531","$7,843,145"
"5,187",Sirens,1994,"$7,770,731",$0,"$7,770,731"
"5,188",Hoop Dreams,1994,"$7,768,371","$4,000,000","$11,768,371"
"5,189",I Was a Male War Bride,1949,"$7,750,000",$0,"$7,750,000"
"5,190",The Return,2006,"$7,744,785","$1,100,000","$8,844,785"
"5,191",Being Julia,2004,"$7,739,049","$6,749,656","$14,488,705"
"5,192",Cry-Baby,1990,"$7,735,790",$0,"$7,735,790"
"5,193",Deepstar Six,1989,"$7,724,847",$0,"$7,724,847"
"5,194",A New Life,1988,"$7,721,851",$0,"$7,721,851"
"5,195",Expelled: No Intelligence Allowed,2008,"$7,720,487",$0,"$7,720,487"
"5,196",Tupac Resurrection,2003,"$7,718,961","$89,563","$7,808,524"
"5,197",The Manchurian Candidate,1962,"$7,716,923",$0,"$7,716,923"
"5,198",Dolphins and Whales Tribes of the Ocean 3D,2008,"$7,714,996","$9,537,291","$17,252,287"
"5,199",The Collector,2009,"$7,712,114","$2,761,722","$10,473,836"
"5,200",Loving,2016,"$7,710,234","$1,539,655","$9,249,889"
"5,201",Kevin Hart: Laugh at My Pain,2011,"$7,706,436","$6,000","$7,712,436"
"5,202",Blue Steel,1990,"$7,701,707",$0,"$7,701,707"
"5,203",Mr. & Mrs. Bridge,1990,"$7,698,000",$0,"$7,698,000"
"5,204",Mortdecai,2015,"$7,696,134","$22,700,000","$30,396,134"
"5,205",Elle s'appelait Sarah,2011,"$7,691,700","$17,788,331","$25,480,031"
"5,206",Surviving the Game,1994,"$7,690,013",$0,"$7,690,013"
"5,207",The Imaginarium of Doctor Parnassus,2009,"$7,689,607","$56,663,000","$64,352,607"
"5,208",Strictly Business,1991,"$7,683,267",$0,"$7,683,267"
"5,209",Twice in a Lifetime,1985,"$7,681,246",$0,"$7,681,246"
"5,210",The Order,2003,"$7,659,747","$3,900,000","$11,559,747"
"5,211",Quicksilver,1986,"$7,634,909",$0,"$7,634,909"
"5,212",Ninja III: The Domination,1984,"$7,610,785",$0,"$7,610,785"
"5,213",To Be and To Have,2003,"$7,610,471","$14,572,964","$22,183,435"
"5,214",The Hustler,1961,"$7,600,000",$0,"$7,600,000"
"5,215",The Quiet Man,1952,"$7,600,000",$0,"$7,600,000"
"5,216",The Spy Who Came in from the Cold,1965,"$7,600,000",$0,"$7,600,000"
"5,217",Promised Land,2013,"$7,597,898","$1,702,438","$9,300,336"
"5,218",The Amazing Panda Adventure,1995,"$7,590,169",$0,"$7,590,169"
"5,219",While We're Young,2015,"$7,582,065","$5,841,111","$13,423,176"
"5,220",Doogal,2006,"$7,578,946","$20,479,706","$28,058,652"
"5,221",Krippendorf's Tribe,1998,"$7,571,115",$0,"$7,571,115"
"5,222",Over Her Dead Body,2008,"$7,570,127","$14,025,947","$21,596,074"
"5,223",Losing Isaiah,1995,"$7,564,608",$0,"$7,564,608"
"5,224",Cidade de Deus,2003,"$7,563,397","$24,495,898","$32,059,295"
"5,225",El Cantante,2007,"$7,556,004",$0,"$7,556,004"
"5,226",The Jerky Boys,1995,"$7,555,256",$0,"$7,555,256"
"5,227",Sprung,1997,"$7,553,105",$0,"$7,553,105"
"5,228",Proof,2005,"$7,535,331","$749,000","$8,284,331"
"5,229",Damage,1992,"$7,532,911",$0,"$7,532,911"
"5,230",Just the Way You Are,1984,"$7,517,699",$0,"$7,517,699"
"5,231",Nothing Like the Holidays,2008,"$7,503,736","$15,754","$7,519,490"
"5,232",Barney's Version,2011,"$7,502,560","$1,343,015","$8,845,575"
"5,233",The Martian Child,2007,"$7,500,310","$1,851,779","$9,352,089"
"5,234",Agatha,1979,"$7,500,000",$0,"$7,500,000"
"5,235",Big Jake,1971,"$7,500,000",$0,"$7,500,000"
"5,236",The Cowboys,1972,"$7,500,000",$0,"$7,500,000"
"5,237",How to Beat the High Co$t of Living,1980,"$7,500,000",$0,"$7,500,000"
"5,238",Night and Day,1946,"$7,500,000",$0,"$7,500,000"
"5,239",Walk Don't Run,1966,"$7,500,000",$0,"$7,500,000"
"5,240",An Eye for an Eye,1981,"$7,496,681",$0,"$7,496,681"
"5,241",The Curse of the Jade Scorpion,2001,"$7,496,522","$11,000,000","$18,496,522"
"5,242",The Man Who Wasn't There,2001,"$7,494,849","$14,000,000","$21,494,849"
"5,243",Hackers,1995,"$7,487,370",$0,"$7,487,370"
"5,244",Foxes,1980,"$7,470,348",$0,"$7,470,348"
"5,245",Cyrus,2010,"$7,468,936","$2,593,960","$10,062,896"
"5,246",Stealing Home,1988,"$7,467,504",$0,"$7,467,504"
"5,247",The Trip to Bountiful,1985,"$7,466,662",$0,"$7,466,662"
"5,248",Taking Woodstock,2009,"$7,460,204","$2,606,162","$10,066,366"
"5,249",A Good Year,2006,"$7,459,300","$34,604,805","$42,064,105"
"5,250",I'll See You in My Dreams,2015,"$7,449,681","$15,084","$7,464,765"
"5,251",Maximum Overdrive,1986,"$7,433,663",$0,"$7,433,663"
"5,252",Kids,1995,"$7,412,216","$13,000,000","$20,412,216"
"5,253","The Cook, The Thief, His Wife, and Her Lover",1990,"$7,407,995",$0,"$7,407,995"
"5,254",Midnight Lace,1960,"$7,400,000",$0,"$7,400,000"
"5,255",Separate Tables,1958,"$7,400,000",$0,"$7,400,000"
"5,256",Blankman,1994,"$7,395,486",$0,"$7,395,486"
"5,257",Ironweed,1987,"$7,393,346",$0,"$7,393,346"
"5,258",Paranoia,2013,"$7,388,654","$8,784,939","$16,173,593"
"5,259",The Five Heartbeats,1991,"$7,377,189",$0,"$7,377,189"
"5,260",Bushwhacked,1995,"$7,377,107",$0,"$7,377,107"
"5,261",It Runs in the Family,2003,"$7,375,836",$0,"$7,375,836"
"5,262",The Squid and the Whale,2005,"$7,372,734","$3,818,689","$11,191,423"
"5,263",The Condemned,2007,"$7,371,706",$0,"$7,371,706"
"5,264",Witchboard,1986,"$7,369,373",$0,"$7,369,373"
"5,265",Wild America,1997,"$7,365,417",$0,"$7,365,417"
"5,266",The Crucible,1996,"$7,352,332",$0,"$7,352,332"
"5,267",Clean Slate,1994,"$7,352,116",$0,"$7,352,116"
"5,268",Clifford,1994,"$7,347,669",$0,"$7,347,669"
"5,269",Iceman,1984,"$7,343,032",$0,"$7,343,032"
"5,270",Alice,1990,"$7,331,647",$0,"$7,331,647"
"5,271",Babies,2010,"$7,320,323","$4,826,496","$12,146,819"
"5,272",Bones,2001,"$7,316,658","$1,062,195","$8,378,853"
"5,273",American Dreamz,2006,"$7,314,027","$9,196,944","$16,510,971"
"5,274",Outside Providence,1999,"$7,309,628","$514,730","$7,824,358"
"5,275",Mississippi Masala,1992,"$7,308,786",$0,"$7,308,786"
"5,276",Sarafina!,1992,"$7,306,242",$0,"$7,306,242"
"5,277",Who's That Girl?,1987,"$7,305,000",$0,"$7,305,000"
"5,278",Les Triplettes de Belleville,2003,"$7,301,288","$10,101,880","$17,403,168"
"5,279",Gigi,1958,"$7,300,000",$0,"$7,300,000"
"5,280",How to Marry a Millionaire,1953,"$7,300,000",$0,"$7,300,000"
"5,281",Thank God It's Friday,1978,"$7,300,000",$0,"$7,300,000"
"5,282",Wild Hearts Can't Be Broken,1991,"$7,300,000",$0,"$7,300,000"
"5,283",Eat Drink Man Woman,1994,"$7,294,403",$0,"$7,294,403"
"5,284",Phantasm II,1988,"$7,282,851",$0,"$7,282,851"
"5,285",She's So Lovely,1997,"$7,281,450",$0,"$7,281,450"
"5,286",Lola rennt,1999,"$7,267,324","$15,611,870","$22,879,194"
"5,287",Searching for Bobby Fischer,1993,"$7,266,393",$0,"$7,266,393"
"5,288",Big Trouble,2002,"$7,262,288","$1,226,583","$8,488,871"
"5,289",Friends with Kids,2012,"$7,251,073","$7,106,679","$14,357,752"
"5,290",B*A*P*S,1997,"$7,246,735",$0,"$7,246,735"
"5,291",Off Limits,1988,"$7,242,035",$0,"$7,242,035"
"5,292",Rush,1991,"$7,241,350",$0,"$7,241,350"
"5,293",The Missionary,1982,"$7,241,180",$0,"$7,241,180"
"5,294",I Know Who Killed Me,2007,"$7,233,485",$0,"$7,233,485"
"5,295",Gold,2017,"$7,227,038","$4,248,848","$11,475,886"
"5,296",Barcelona,1994,"$7,224,321",$0,"$7,224,321"
"5,297",All the King's Men,2006,"$7,221,458","$2,300,000","$9,521,458"
"5,298",Mulholland Drive,2001,"$7,219,578","$4,700,000","$11,919,578"
"5,299",Disorganized Crime,1989,"$7,210,149",$0,"$7,210,149"
"5,300",The Big Red One,1980,"$7,206,220",$0,"$7,206,220"
"5,301",The Big Year,2011,"$7,204,138","$480,386","$7,684,524"
"5,302",Trail of the Pink Panther,1982,"$7,201,697",$0,"$7,201,697"
"5,303",Singin' in the Rain,1952,"$7,200,000",$0,"$7,200,000"
"5,304",Transylvania 6-5000,1985,"$7,200,000",$0,"$7,200,000"
"5,305",Tex,1982,"$7,199,408",$0,"$7,199,408"
"5,306",Encounter in the Third Dimension,1999,"$7,195,792","$32,906,421","$40,102,213"
